"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.982566600E-2,2.878050089E0,-2.381595039E1,3.426000118E0,2.423262558E1
4.178797500E-2,1.690050125E0,-2.308800125E1,7.810500264E-1,2.316294693E1
4.375271900E-2,6.550500393E-1,-2.224500084E1,-1.900950074E0,2.233568365E1
4.571492400E-2,-3.019500077E-1,-2.136300087E1,-4.582950115E0,2.185114211E1
4.767787300E-2,-1.567050099E0,-2.074995041E1,-7.113000393E0,2.199115419E1
4.964083600E-2,-3.100050211E0,-2.025105095E1,-9.183000565E0,2.245089921E1
5.160379400E-2,-4.288050175E0,-2.005995178E1,-1.071600056E1,2.314350250E1
5.356688600E-2,-5.590950489E0,-1.960005188E1,-1.205700016E1,2.368104757E1
5.552994200E-2,-6.357000351E0,-1.948500061E1,-1.389705086E1,2.476297084E1
5.749302300E-2,-6.970950127E0,-1.921695137E1,-1.516200066E1,2.545135811E1
5.945609600E-2,-7.162050247E0,-1.936995125E1,-1.615800095E1,2.622157451E1
6.141899500E-2,-7.239000320E0,-1.948500061E1,-1.612005043E1,2.630445590E1
6.338194500E-2,-7.584000587E0,-1.948500061E1,-1.615800095E1,2.642467234E1
6.534501900E-2,-7.660950184E0,-1.952295113E1,-1.562205029E1,2.615118035E1
6.730807300E-2,-7.813950539E0,-1.952295113E1,-1.466400051E1,2.563662136E1
6.927097500E-2,-7.852050304E0,-1.936995125E1,-1.405005074E1,2.518439261E1
7.123392200E-2,-7.431000233E0,-1.967700005E1,-1.290105057E1,2.467470772E1
7.319702000E-2,-7.047000408E0,-1.983000183E1,-1.201905060E1,2.423523808E1
7.516007300E-2,-6.625950336E0,-1.983000183E1,-1.140600014E1,2.381657048E1
7.712313900E-2,-5.935950279E0,-1.994505119E1,-1.102200031E1,2.354835586E1
7.908621200E-2,-5.245950222E0,-2.002200127E1,-1.113705063E1,2.350392361E1
8.104942500E-2,-4.288050175E0,-2.005995178E1,-1.155900097E1,2.354569054E1
8.301259700E-2,-3.061050177E0,-2.021295166E1,-1.221105099E1,2.381266909E1
8.497606300E-2,-1.605000019E0,-2.036595154E1,-1.312995052E1,2.428463728E1
8.693944300E-2,4.200000316E-2,-2.074995041E1,-1.416495037E1,2.512385370E1
8.890312900E-2,1.651950121E0,-2.109495163E1,-1.508505058E1,2.598624010E1
9.086673600E-2,3.223050117E0,-2.140095139E1,-1.604295158E1,2.694002724E1
9.282936200E-2,4.833000183E0,-2.155500031E1,-1.646505165E1,2.755129497E1
9.479227600E-2,6.328050137E0,-2.155500031E1,-1.677195168E1,2.803498920E1
9.675556000E-2,7.746000290E0,-2.147805023E1,-1.696305084E1,2.844384391E1
9.871873600E-2,8.665950775E0,-2.182305145E1,-1.692495155E1,2.894474499E1
1.006819920E-1,9.279000282E0,-2.140095139E1,-1.657995033E1,2.861809427E1
1.026452450E-1,9.969000816E0,-2.036595154E1,-1.654200172E1,2.806761088E1
1.046079330E-1,1.065900040E1,-1.940805054E1,-1.646505165E1,2.759319918E1
1.065707860E-1,1.127205086E1,-1.825800133E1,-1.638795090E1,2.699960514E1
1.085340350E-1,1.200000095E1,-1.741500092E1,-1.604295158E1,2.654540592E1
1.104971680E-1,1.272900105E1,-1.653404999E1,-1.562205029E1,2.606627575E1
1.124600420E-1,1.357200050E1,-1.572900105E1,-1.497000027E1,2.560667061E1
1.144230020E-1,1.437705040E1,-1.519200039E1,-1.408905029E1,2.521899665E1
1.163862780E-1,1.506705093E1,-1.484700108E1,-1.316895103E1,2.491727786E1
1.183494620E-1,1.591005039E1,-1.419600105E1,-1.217205048E1,2.455229036E1
1.203127010E-1,1.656105042E1,-1.369695091E1,-1.098405075E1,2.413553865E1
1.222759240E-1,1.740495110E1,-1.327605057E1,-9.910950661E0,2.402941498E1
1.242393260E-1,1.790295029E1,-1.289295101E1,-8.455050468E0,2.362692729E1
1.262026830E-1,1.836300087E1,-1.243305016E1,-7.266000271E0,2.333613715E1
1.281661170E-1,1.870800018E1,-1.208805084E1,-5.733000278E0,2.299951165E1
1.301295290E-1,1.897605133E1,-1.162800026E1,-4.392000198E0,2.268458904E1
1.320928650E-1,1.909095001E1,-1.128300095E1,-3.012000084E0,2.237951356E1
1.340562230E-1,1.920600128E1,-1.090005016E1,-1.326000094E0,2.212328762E1
1.360181800E-1,1.935900116E1,-1.047795010E1,2.070000172E-1,2.201365969E1
1.379805410E-1,1.939800072E1,-1.013295078E1,1.318050027E0,2.192478915E1
1.399437400E-1,1.939800072E1,-9.750000000E0,2.391000032E0,2.184174473E1
1.419066930E-1,1.932105064E1,-9.481050491E0,3.694050074E0,2.183665090E1
1.438700160E-1,1.924395180E1,-9.097949982E0,4.653000355E0,2.178882252E1
1.458332310E-1,1.916805077E1,-8.677050591E0,5.419050217E0,2.172720604E1
1.477963920E-1,1.893795013E1,-8.254950523E0,6.339000225E0,2.160956009E1
1.497595890E-1,1.870800018E1,-7.680000305E0,6.991050243E0,2.139734701E1
1.517226900E-1,1.843905067E1,-7.143000126E0,7.335000515E0,2.109083387E1
1.536858200E-1,1.817100143E1,-6.415050507E0,8.064000130E0,2.088938161E1
1.556490220E-1,1.794105148E1,-5.878950119E0,8.140049934E0,2.055976157E1
1.576122020E-1,1.752000046E1,-5.265000343E0,7.795050144E0,1.988550858E1
1.595752690E-1,1.736595154E1,-4.690050125E0,7.105050564E0,1.934049086E1
1.615383960E-1,1.705994987E1,-4.269000053E0,6.070950508E0,1.860437291E1
1.635015990E-1,1.682999992E1,-3.886050224E0,4.729050159E0,1.790849517E1
1.654647790E-1,1.663800049E1,-3.502050161E0,3.388050079E0,1.733684801E1
1.674287390E-1,1.644600105E1,-3.118950129E0,1.701000094E0,1.682534403E1
1.693924710E-1,1.610205078E1,-2.659050226E0,2.070000172E-1,1.632144100E1
1.713554570E-1,1.564200115E1,-2.238000154E0,-1.632000089E0,1.588534762E1
1.733186790E-1,1.514295101E1,-1.816050053E0,-3.357000113E0,1.561654420E1
1.752813700E-1,1.453005028E1,-1.393950105E0,-4.813050270E0,1.536980517E1
1.772442170E-1,1.410795021E1,-1.011000037E0,-6.768000126E0,1.567999381E1
1.792067930E-1,1.372500038E1,-5.130000114E-1,-8.991000175E0,1.641575124E1
1.811694480E-1,1.334205055E1,-2.059500068E-1,-1.090695095E1,1.723410303E1
1.831312800E-1,1.280505085E1,-9.105000645E-2,-1.232595062E1,1.777376370E1
1.850933610E-1,1.230705070E1,6.105000153E-2,-1.332195091E1,1.813674724E1
1.870562480E-1,1.180905056E1,1.380000114E-1,-1.366695023E1,1.806262018E1
1.890188980E-1,1.108095074E1,1.759500057E-1,-1.309200096E1,1.715281076E1
1.909817330E-1,1.050600052E1,6.105000153E-2,-1.190400028E1,1.587718479E1
1.929445130E-1,9.853950500E0,-1.500000060E-2,-1.060095024E1,1.447344850E1
1.949083030E-1,8.973000526E0,-9.105000645E-2,-9.183000565E0,1.283941307E1
1.968718070E-1,7.669050217E0,-1.680000126E-1,-7.458000183E0,1.069880002E1
1.988343160E-1,6.442950249E0,-3.589500189E-1,-5.848050117E0,8.708624645E0
2.007971160E-1,5.140050411E0,-5.509500504E-1,-3.970050097E0,6.518048938E0
2.027600140E-1,3.990000248E0,-7.039500475E-1,-2.284050226E0,4.651078701E0
