"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.446332500E-2,8.089500666E-1,9.490050316E0,1.087950110E0,9.586401340E0
3.642321000E-2,7.699500322E-1,9.565950394E0,1.087950110E0,9.658357284E0
3.838571000E-2,8.089500666E-1,9.528000832E0,1.011000037E0,9.615577005E0
4.034654300E-2,7.699500322E-1,9.565950394E0,1.011000037E0,9.649992283E0
4.230786400E-2,7.699500322E-1,9.565950394E0,1.050000072E0,9.654156107E0
4.426889400E-2,7.320000529E-1,9.604950905E0,1.050000072E0,9.689860996E0
4.623001300E-2,7.699500322E-1,9.604950905E0,1.011000037E0,9.688654500E0
4.819144200E-2,7.699500322E-1,9.604950905E0,1.050000072E0,9.692801715E0
5.015278000E-2,8.089500666E-1,9.565950394E0,9.730500579E-1,9.649281505E0
5.211399300E-2,8.089500666E-1,9.375000000E0,1.011000037E0,9.463992090E0
5.407524300E-2,8.850000501E-1,9.298050880E0,9.730500579E-1,9.390623072E0
5.603613600E-2,8.089500666E-1,9.183000565E0,9.730500579E-1,9.269774862E0
5.799714700E-2,7.699500322E-1,9.220950127E0,1.011000037E0,9.308107507E0
5.995836900E-2,6.550500393E-1,9.336000443E0,1.050000072E0,9.417669296E0
6.191952900E-2,5.790000558E-1,9.451050758E0,9.349500537E-1,9.514816504E0
6.388063800E-2,5.790000558E-1,9.490050316E0,8.580000401E-1,9.546332287E0
6.584176200E-2,5.790000558E-1,9.528000832E0,8.959500194E-1,9.587531870E0
6.780212000E-2,6.169500351E-1,9.528000832E0,8.959500194E-1,9.589898520E0
6.976269500E-2,5.410500169E-1,9.490050316E0,1.011000037E0,9.559074808E0
7.172381200E-2,5.410500169E-1,9.490050316E0,9.349500537E-1,9.551330887E0
7.368477000E-2,5.020500422E-1,9.412950516E0,8.959500194E-1,9.468812919E0
7.564568800E-2,4.639500082E-1,9.375000000E0,8.959500194E-1,9.429135753E0
7.760661800E-2,4.260000288E-1,9.259950638E0,8.580000401E-1,9.309367643E0
7.956720600E-2,3.870000243E-1,9.183000565E0,8.200500607E-1,9.227662244E0
8.152790700E-2,4.260000288E-1,9.145050049E0,8.200500607E-1,9.191621104E0
8.348886700E-2,3.870000243E-1,9.067950249E0,8.580000401E-1,9.116669063E0
8.544975100E-2,3.490500152E-1,9.030000687E0,8.580000401E-1,9.077384666E0
8.741068100E-2,3.109500110E-1,9.030000687E0,8.200500607E-1,9.072490530E0
8.937159700E-2,3.109500110E-1,9.067950249E0,7.810500264E-1,9.106835387E0
9.133250100E-2,1.960500032E-1,9.145050049E0,6.280500293E-1,9.168687084E0
9.329342300E-2,3.490500152E-1,9.106050491E0,7.810500264E-1,9.146148403E0
9.525416700E-2,3.109500110E-1,9.106050491E0,9.349500537E-1,9.159201770E0
9.721496400E-2,2.719500065E-1,9.145050049E0,9.349500537E-1,9.196740118E0
9.917586200E-2,3.490500152E-1,9.067950249E0,8.959500194E-1,9.118787423E0
1.011367310E-1,2.719500065E-1,9.183000565E0,9.349500537E-1,9.234478208E0
1.030976630E-1,1.960500032E-1,9.220950127E0,8.200500607E-1,9.259418931E0
1.050585770E-1,1.570500135E-1,9.259950638E0,7.810500264E-1,9.294158900E0
1.070195470E-1,1.960500032E-1,9.298050880E0,7.810500264E-1,9.332857275E0
1.089805000E-1,1.570500135E-1,9.336000443E0,8.580000401E-1,9.376658949E0
1.109415530E-1,-3.299999982E-2,9.336000443E0,7.810500264E-1,9.368672927E0
1.129025770E-1,-3.019500077E-1,9.183000565E0,8.580000401E-1,9.227937865E0
1.148635290E-1,-1.870500147E-1,9.336000443E0,9.730500579E-1,9.388435353E0
1.168245020E-1,8.100000024E-2,9.259950638E0,6.660000086E-1,9.284223329E0
1.187854160E-1,8.100000024E-2,9.259950638E0,7.429500222E-1,9.290060363E0
1.207463480E-1,4.050000105E-3,9.375000000E0,6.660000086E-1,9.398627422E0
1.227072700E-1,4.050000105E-3,9.375000000E0,6.660000086E-1,9.398627422E0
1.246681950E-1,-3.299999982E-2,9.451050758E0,8.200500607E-1,9.486618551E0
1.266288720E-1,-7.200000435E-2,9.412950516E0,8.580000401E-1,9.452247642E0
1.285896360E-1,-7.200000435E-2,9.412950516E0,7.810500264E-1,9.445573596E0
1.305504050E-1,-1.099500060E-1,9.490050316E0,8.959500194E-1,9.532883637E0
1.325111730E-1,-1.099500060E-1,9.412950516E0,8.580000401E-1,9.452612892E0
1.344719870E-1,-1.480500102E-1,9.451050758E0,8.200500607E-1,9.487716340E0
1.364327880E-1,-2.250000089E-1,9.490050316E0,9.349500537E-1,9.538648311E0
1.383933730E-1,-1.870500147E-1,9.451050758E0,7.429500222E-1,9.482052672E0
1.403540210E-1,-2.629500031E-1,9.528000832E0,8.200500607E-1,9.566839847E0
1.423148100E-1,-2.629500031E-1,9.490050316E0,7.810500264E-1,9.525766995E0
1.442755570E-1,-3.019500077E-1,9.528000832E0,7.810500264E-1,9.564727534E0
1.462364660E-1,-3.019500077E-1,9.528000832E0,7.810500264E-1,9.564727534E0
1.481973270E-1,-3.400500119E-1,9.604950905E0,7.050000429E-1,9.636791009E0
1.501582660E-1,-3.019500077E-1,9.528000832E0,7.810500264E-1,9.564727534E0
1.521191780E-1,-3.019500077E-1,9.528000832E0,8.200500607E-1,9.567991208E0
1.540803280E-1,-3.400500119E-1,9.604950905E0,8.959500194E-1,9.652639138E0
1.560414080E-1,-3.400500119E-1,9.565950394E0,9.349500537E-1,9.617545037E0
1.580024400E-1,-3.400500119E-1,9.681000710E0,9.730500579E-1,9.735719550E0
1.599634870E-1,-3.780000210E-1,9.681000710E0,9.349500537E-1,9.733385349E0
1.619245870E-1,-3.780000210E-1,9.720000267E0,8.959500194E-1,9.768521671E0
1.638856580E-1,-3.019500077E-1,9.720000267E0,9.349500537E-1,9.769529702E0
1.658464220E-1,-3.019500077E-1,9.757950783E0,8.959500194E-1,9.803647470E0
1.678072760E-1,-3.019500077E-1,9.873000145E0,9.349500537E-1,9.921765834E0
1.697679850E-1,-3.400500119E-1,9.873000145E0,8.959500194E-1,9.919399796E0
1.717287370E-1,-3.400500119E-1,9.949950218E0,9.349500537E-1,9.999563738E0
1.736895490E-1,-2.629500031E-1,9.949950218E0,9.349500537E-1,9.997238801E0
1.756503460E-1,-2.629500031E-1,1.010295010E1,9.349500537E-1,1.014952585E1
1.776112910E-1,-2.250000089E-1,1.010295010E1,1.011000037E0,1.015590206E1
1.795721920E-1,-1.870500147E-1,1.018005085E1,9.730500579E-1,1.022815963E1
1.815328940E-1,-2.250000089E-1,1.025595093E1,1.050000072E0,1.031201506E1
1.834936550E-1,-2.250000089E-1,1.025595093E1,1.011000037E0,1.030811697E1
1.854544440E-1,-1.480500102E-1,1.033305073E1,1.011000037E0,1.038344727E1
1.874152110E-1,-1.480500102E-1,1.041000080E1,1.011000037E0,1.046002660E1
1.893759800E-1,-7.200000435E-2,1.041000080E1,1.087950110E0,1.046694493E1
1.913367490E-1,-1.099500060E-1,1.052505016E1,1.050000072E0,1.057786699E1
1.932976990E-1,-1.099500060E-1,1.052505016E1,1.050000072E0,1.057786699E1
1.952585950E-1,-3.299999982E-2,1.056300068E1,1.087950110E0,1.061893157E1
1.972195870E-1,-3.299999982E-2,1.060095024E1,1.087950110E0,1.065668196E1
1.991805370E-1,-3.299999982E-2,1.060095024E1,1.050000072E0,1.065287450E1
2.011415910E-1,4.050000105E-3,1.056300068E1,1.087950110E0,1.061888107E1
2.031026140E-1,4.200000316E-2,1.060095024E1,1.126049995E0,1.066067065E1
2.050635220E-1,4.200000316E-2,1.060095024E1,1.126049995E0,1.066067065E1
2.070244630E-1,4.200000316E-2,1.060095024E1,1.126049995E0,1.066067065E1
2.089855530E-1,4.200000316E-2,1.063995075E1,1.165050030E0,1.070362824E1
2.109466050E-1,-3.299999982E-2,1.056300068E1,1.126049995E0,1.062290266E1
2.129075080E-1,4.200000316E-2,1.060095024E1,1.203000069E0,1.066907302E1
2.148684540E-1,1.570500135E-1,1.056300068E1,1.165050030E0,1.062821667E1
2.168294170E-1,8.100000024E-2,1.052505016E1,1.087950110E0,1.058144023E1
2.187903750E-1,4.050000105E-3,1.052505016E1,1.087950110E0,1.058113098E1
2.207509370E-1,4.050000105E-3,1.048605061E1,1.050000072E0,1.053849011E1
2.227116120E-1,4.050000105E-3,1.048605061E1,1.011000037E0,1.053467583E1
2.246727120E-1,-3.299999982E-2,1.044795036E1,1.011000037E0,1.049680317E1
2.266336870E-1,-7.200000435E-2,1.037100029E1,1.050000072E0,1.042426646E1
2.285946470E-1,-2.250000089E-1,1.041000080E1,1.087950110E0,1.046911539E1
2.305556120E-1,-3.019500077E-1,1.041000080E1,1.050000072E0,1.046717682E1
2.325165130E-1,-3.400500119E-1,1.041000080E1,1.087950110E0,1.047221973E1
2.344774440E-1,-3.400500119E-1,1.044795036E1,1.126049995E0,1.051395689E1
2.364386800E-1,-4.930500090E-1,1.037100029E1,1.050000072E0,1.043567178E1
2.383998260E-1,-4.930500090E-1,1.041000080E1,1.011000037E0,1.047059387E1
2.403609370E-1,-5.320500135E-1,1.041000080E1,9.349500537E-1,1.046543480E1
2.423220590E-1,-5.700000525E-1,1.037100029E1,9.730500579E-1,1.043213178E1
2.442831020E-1,-6.469500065E-1,1.033305073E1,9.349500537E-1,1.039541309E1
2.462441550E-1,-8.380500674E-1,1.033305073E1,9.349500537E-1,1.040905360E1
2.482052800E-1,-7.620000243E-1,1.033305073E1,1.011000037E0,1.041031712E1
2.501663840E-1,-7.999500632E-1,1.033305073E1,1.050000072E0,1.041702249E1
2.521274120E-1,-9.150000215E-1,1.033305073E1,1.050000072E0,1.042648850E1
2.540884630E-1,-9.919500351E-1,1.029495049E1,9.730500579E-1,1.038830096E1
2.560492200E-1,-1.030050039E0,1.037100029E1,9.349500537E-1,1.046387986E1
2.580100690E-1,-1.144950032E0,1.033305073E1,1.011000037E0,1.044533240E1
2.599713190E-1,-1.144950032E0,1.029495049E1,8.580000401E-1,1.039389629E1
2.619324520E-1,-1.336950064E0,1.029495049E1,7.050000429E-1,1.040530951E1
2.638936990E-1,-1.260000110E0,1.025595093E1,7.810500264E-1,1.036253680E1
2.658549130E-1,-1.183050036E0,1.021800041E1,9.349500537E-1,1.032866261E1
2.678160130E-1,-1.144950032E0,1.018005085E1,8.959500194E-1,1.028333955E1
2.697771460E-1,-1.183050036E0,1.018005085E1,9.349500537E-1,1.029112114E1
2.717380330E-1,-1.106999993E0,1.014105034E1,8.959500194E-1,1.024056040E1
2.736989920E-1,-1.106999993E0,1.018005085E1,9.349500537E-1,1.028265607E1
2.756602230E-1,-1.106999993E0,1.018005085E1,8.959500194E-1,1.027918337E1
2.776213750E-1,-1.144950032E0,1.021800041E1,8.580000401E-1,1.031768419E1
2.795819590E-1,-1.222050071E0,1.018005085E1,8.200500607E-1,1.028587983E1
2.815426990E-1,-1.297950029E0,1.021800041E1,8.200500607E-1,1.033269998E1
2.835034720E-1,-1.297950029E0,1.025595093E1,8.580000401E-1,1.037330072E1
2.854642350E-1,-1.375050068E0,1.029495049E1,7.810500264E-1,1.041570004E1
2.874250050E-1,-1.605000019E0,1.021800041E1,7.810500264E-1,1.037273332E1
2.893857730E-1,-1.567050099E0,1.029495049E1,8.580000401E-1,1.044881886E1
2.913470380E-1,-1.489950061E0,1.037100029E1,8.580000401E-1,1.051255260E1
2.933081580E-1,-1.489950061E0,1.033305073E1,8.200500607E-1,1.047207576E1
2.952690930E-1,-1.452000022E0,1.037100029E1,8.200500607E-1,1.050421026E1
2.972300830E-1,-1.489950061E0,1.037100029E1,7.429500222E-1,1.050378850E1
2.991913090E-1,-1.452000022E0,1.044795036E1,7.810500264E-1,1.057724019E1
3.011524660E-1,-1.528050065E0,1.048605061E1,8.200500607E-1,1.062848420E1
3.031134140E-1,-1.528050065E0,1.052505016E1,8.200500607E-1,1.066696302E1
3.050744100E-1,-1.567050099E0,1.052505016E1,9.349500537E-1,1.068206247E1
3.070356350E-1,-1.489950061E0,1.060095024E1,8.200500607E-1,1.073650685E1
3.089967930E-1,-1.413000107E0,1.060095024E1,7.050000429E-1,1.071791679E1
3.109580360E-1,-1.260000110E0,1.067805004E1,7.429500222E-1,1.077777007E1
3.129192540E-1,-1.222050071E0,1.071600056E1,6.660000086E-1,1.080599974E1
3.148804870E-1,-1.144950032E0,1.071600056E1,7.429500222E-1,1.080257160E1
3.168417160E-1,-1.106999993E0,1.071600056E1,7.429500222E-1,1.079861527E1
