"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.532921500E-2,5.790000558E-1,9.873000145E0,1.969950080E0,1.008424892E1
3.728774100E-2,5.790000558E-1,9.910950661E0,2.046000004E0,1.013648362E1
3.924913800E-2,5.020500422E-1,9.873000145E0,1.969950080E0,1.008012348E1
4.120948400E-2,5.410500169E-1,9.873000145E0,1.969950080E0,1.008214116E1
4.317013800E-2,5.020500422E-1,9.835050583E0,1.930950046E0,1.003537953E1
4.513048700E-2,4.639500082E-1,9.835050583E0,1.816050053E0,1.001206809E1
4.709095000E-2,4.260000288E-1,9.835050583E0,1.777950048E0,1.000353949E1
4.905127600E-2,3.109500110E-1,9.796050072E0,1.740000129E0,9.954239668E0
5.101164300E-2,2.340000123E-1,9.757950783E0,1.740000129E0,9.914633626E0
5.297225400E-2,1.960500032E-1,9.757950783E0,1.740000129E0,9.913810545E0
5.493279400E-2,1.189500093E-1,9.757950783E0,1.701000094E0,9.905814146E0
5.689325400E-2,4.200000316E-2,9.757950783E0,1.663050056E0,9.898742494E0
5.885376200E-2,4.050000105E-3,9.796050072E0,1.585950017E0,9.923600701E0
6.081417100E-2,-1.099500060E-1,9.835050583E0,1.548000097E0,9.956737080E0
6.277460900E-2,-3.019500077E-1,9.835050583E0,1.510050058E0,9.954880459E0
6.473525300E-2,-3.780000210E-1,9.910950661E0,1.510050058E0,1.003245126E1
6.669583700E-2,-4.549500346E-1,9.873000145E0,1.510050058E0,9.998167961E0
6.865650800E-2,-4.549500346E-1,9.835050583E0,1.471050024E0,9.954857491E0
7.061715000E-2,-4.930500090E-1,9.873000145E0,1.471050024E0,9.994159212E0
7.257771700E-2,-5.320500135E-1,9.681000710E0,1.471050024E0,9.806571273E0
7.453830600E-2,-4.549500346E-1,9.643050194E0,1.510050058E0,9.771164094E0
7.649861000E-2,-4.170000255E-1,9.528000832E0,1.510050058E0,9.655927716E0
7.845899800E-2,-4.549500346E-1,9.451050758E0,1.585950017E0,9.593986524E0
8.041946600E-2,-4.549500346E-1,9.375000000E0,1.624950051E0,9.525653112E0
8.237991400E-2,-4.170000255E-1,9.336000443E0,1.701000094E0,9.498852278E0
8.434033400E-2,-4.549500346E-1,9.259950638E0,1.624950051E0,9.412445379E0
8.630076200E-2,-4.170000255E-1,9.183000565E0,1.585950017E0,9.328270249E0
8.826122900E-2,-4.549500346E-1,9.183000565E0,1.510050058E0,9.317442250E0
9.022168400E-2,-4.549500346E-1,9.145050049E0,1.471050024E0,9.273775289E0
9.218252600E-2,-5.320500135E-1,9.106050491E0,1.432950020E0,9.233448897E0
9.414324100E-2,-5.700000525E-1,9.106050491E0,1.318050027E0,9.218585113E0
9.610370500E-2,-6.079500318E-1,9.106050491E0,1.279950023E0,9.215640556E0
9.806424300E-2,-6.469500065E-1,9.106050491E0,1.165050030E0,9.203045226E0
1.000250060E-1,-6.850500107E-1,9.145050049E0,1.203000069E0,9.249240135E0
1.019857030E-1,-7.230000496E-1,9.259950638E0,1.240950108E0,9.370665508E0
1.039461890E-1,-7.230000496E-1,9.375000000E0,1.203000069E0,9.479481169E0
1.059067240E-1,-6.850500107E-1,9.298050880E0,1.087950110E0,9.386515814E0
1.078674870E-1,-6.850500107E-1,9.298050880E0,1.011000037E0,9.377908336E0
1.098281830E-1,-6.850500107E-1,9.336000443E0,9.349500537E-1,9.407673962E0
1.117886050E-1,-6.850500107E-1,9.336000443E0,1.050000072E0,9.419803497E0
1.137491080E-1,-7.620000243E-1,9.336000443E0,1.087950110E0,9.430015045E0
1.157097470E-1,-7.230000496E-1,9.375000000E0,1.165050030E0,9.474739872E0
1.176703420E-1,-6.469500065E-1,9.412950516E0,1.240950108E0,9.516414182E0
1.196308270E-1,-5.320500135E-1,9.336000443E0,1.356000066E0,9.448953257E0
1.215913440E-1,-4.930500090E-1,9.336000443E0,1.432950020E0,9.458189485E0
