"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.315401200E-2,-1.260000110E0,9.681000710E0,1.240950108E0,9.841205830E0
3.511471900E-2,-1.222050071E0,9.604950905E0,1.165050030E0,9.752221790E0
3.707808900E-2,-1.297950029E0,9.604950905E0,1.126049995E0,9.757445606E0
3.904003400E-2,-1.297950029E0,9.604950905E0,1.165050030E0,9.762023240E0
4.100239600E-2,-1.297950029E0,9.643050194E0,1.203000069E0,9.804096107E0
4.296425100E-2,-1.297950029E0,9.604950905E0,1.165050030E0,9.762023240E0
4.492628100E-2,-1.336950064E0,9.643050194E0,1.126049995E0,9.800195973E0
4.688814100E-2,-1.375050068E0,9.643050194E0,1.126049995E0,9.805466247E0
4.885005100E-2,-1.375050068E0,9.565950394E0,1.203000069E0,9.738859214E0
5.081166000E-2,-1.375050068E0,9.528000832E0,1.165050030E0,9.696953342E0
5.277335800E-2,-1.375050068E0,9.528000832E0,1.240950108E0,9.706364907E0
5.473490400E-2,-1.413000107E0,9.528000832E0,1.240950108E0,9.711813750E0
5.669650200E-2,-1.489950061E0,9.451050758E0,1.203000069E0,9.643107424E0
5.865839000E-2,-1.489950061E0,9.451050758E0,1.279950023E0,9.653009048E0
6.062019300E-2,-1.452000022E0,9.451050758E0,1.240950108E0,9.642127445E0
6.258218200E-2,-1.489950061E0,9.375000000E0,1.203000069E0,9.568583247E0
6.454411600E-2,-1.489950061E0,9.375000000E0,1.165050030E0,9.563886122E0
6.650612200E-2,-1.567050099E0,9.336000443E0,1.203000069E0,9.542733332E0
6.846811100E-2,-1.528050065E0,9.298050880E0,1.165050030E0,9.494526252E0
7.042993400E-2,-1.567050099E0,9.259950638E0,1.165050030E0,9.463597276E0
7.239180500E-2,-1.605000019E0,9.298050880E0,1.165050030E0,9.507213935E0
7.435364700E-2,-1.605000019E0,9.259950638E0,1.165050030E0,9.469955251E0
7.631549700E-2,-1.642950058E0,9.220950127E0,1.165050030E0,9.438355138E0
7.827718800E-2,-1.681950092E0,9.183000565E0,1.126049995E0,9.403427251E0
8.023894000E-2,-1.642950058E0,9.183000565E0,1.203000069E0,9.406061526E0
8.220098100E-2,-1.642950058E0,9.183000565E0,1.203000069E0,9.406061526E0
8.416293800E-2,-1.605000019E0,9.106050491E0,1.165050030E0,9.319523710E0
8.612494500E-2,-1.681950092E0,9.145050049E0,1.165050030E0,9.371138569E0
8.808693800E-2,-1.642950058E0,9.145050049E0,1.203000069E0,9.369014594E0
9.004893400E-2,-1.720050097E0,9.106050491E0,1.203000069E0,9.344834779E0
9.201093300E-2,-1.720050097E0,9.067950249E0,1.203000069E0,9.307712029E0
9.397288900E-2,-1.758000135E0,9.145050049E0,1.165050030E0,9.385086384E0
9.593485800E-2,-1.720050097E0,9.106050491E0,1.165050030E0,9.340025131E0
9.789654800E-2,-1.758000135E0,9.145050049E0,1.165050030E0,9.385086384E0
9.985832000E-2,-1.795950055E0,9.106050491E0,1.165050030E0,9.354300280E0
1.018201820E-1,-1.720050097E0,9.183000565E0,1.203000069E0,9.419834440E0
1.037820140E-1,-1.642950058E0,9.183000565E0,1.203000069E0,9.406061526E0
1.057444030E-1,-1.605000019E0,9.183000565E0,1.240950108E0,9.404439462E0
1.077066290E-1,-1.642950058E0,9.259950638E0,1.318050027E0,9.496484959E0
1.096685460E-1,-1.642950058E0,9.259950638E0,1.356000066E0,9.501826503E0
1.116305540E-1,-1.720050097E0,9.336000443E0,1.432950020E0,9.600667808E0
