"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.698669600E-2,5.790000558E-1,3.931950092E0,8.907000542E0,9.753467652E0
3.894845300E-2,5.410500169E-1,4.009050369E0,8.907000542E0,9.782631478E0
4.091292600E-2,5.790000558E-1,3.931950092E0,8.907000542E0,9.753467652E0
4.287522300E-2,5.790000558E-1,3.970950127E0,8.907000542E0,9.769255070E0
4.483815700E-2,5.410500169E-1,3.970950127E0,8.907000542E0,9.767079332E0
4.680139900E-2,5.410500169E-1,3.970950127E0,8.869050026E0,9.732483157E0
4.876457800E-2,5.410500169E-1,3.970950127E0,8.869050026E0,9.732483157E0
5.072763900E-2,5.410500169E-1,3.970950127E0,8.830050468E0,9.696956806E0
5.269073400E-2,5.410500169E-1,3.970950127E0,8.830050468E0,9.696956806E0
5.465380700E-2,6.169500351E-1,3.970950127E0,8.907000542E0,9.771577708E0
5.661688700E-2,5.410500169E-1,3.970950127E0,8.869050026E0,9.732483157E0
5.857993400E-2,5.790000558E-1,3.970950127E0,8.907000542E0,9.769255070E0
6.054301200E-2,5.410500169E-1,3.970950127E0,8.907000542E0,9.767079332E0
6.250586400E-2,5.790000558E-1,3.970950127E0,8.869050026E0,9.734666627E0
6.446878200E-2,5.410500169E-1,3.931950092E0,8.944950104E0,9.785964388E0
6.643206500E-2,5.020500422E-1,3.970950127E0,8.983950615E0,9.835236032E0
6.839524100E-2,5.410500169E-1,3.970950127E0,8.944950104E0,9.801699464E0
7.035795300E-2,4.639500082E-1,3.931950092E0,8.983950615E0,9.817680469E0
7.232082500E-2,5.410500169E-1,3.970950127E0,8.983950615E0,9.837303934E0
7.428393600E-2,5.410500169E-1,3.970950127E0,9.022050858E0,9.872111309E0
7.624697700E-2,4.639500082E-1,3.970950127E0,8.983950615E0,9.833364794E0
7.820988100E-2,5.020500422E-1,3.970950127E0,9.022050858E0,9.870050700E0
8.017282500E-2,5.020500422E-1,3.931950092E0,9.022050858E0,9.854424765E0
8.213603900E-2,5.020500422E-1,4.009050369E0,9.060000420E0,9.920088040E0
8.409918800E-2,5.020500422E-1,3.970950127E0,9.022050858E0,9.870050700E0
8.606229900E-2,5.020500422E-1,3.970950127E0,9.022050858E0,9.870050700E0
8.802542100E-2,5.020500422E-1,3.970950127E0,9.060000420E0,9.904751726E0
8.998866900E-2,5.020500422E-1,4.009050369E0,9.060000420E0,9.920088040E0
9.195188000E-2,4.639500082E-1,3.970950127E0,9.098999977E0,9.938586172E0
9.391470200E-2,5.020500422E-1,3.970950127E0,9.060000420E0,9.904751726E0
9.587767600E-2,5.020500422E-1,3.970950127E0,9.022050858E0,9.870050700E0
9.784076900E-2,4.639500082E-1,4.009050369E0,9.060000420E0,9.918232810E0
9.980382700E-2,5.020500422E-1,3.970950127E0,9.060000420E0,9.904751726E0
1.017666830E-1,4.639500082E-1,4.009050369E0,9.098999977E0,9.953870356E0
1.037295990E-1,4.639500082E-1,4.009050369E0,9.098999977E0,9.953870356E0
1.056925520E-1,4.639500082E-1,3.970950127E0,9.098999977E0,9.938586172E0
1.076555050E-1,4.260000288E-1,4.009050369E0,9.136950493E0,9.986882657E0
1.096186030E-1,4.639500082E-1,4.009050369E0,9.060000420E0,9.918232810E0
1.115816590E-1,4.639500082E-1,4.009050369E0,9.098999977E0,9.953870356E0
1.135446960E-1,4.260000288E-1,4.009050369E0,9.214050293E0,1.005746905E1
1.155077380E-1,4.260000288E-1,4.047000408E0,9.136950493E0,1.000217739E1
1.174706330E-1,4.639500082E-1,4.047000408E0,9.136950493E0,1.000386556E1
1.194336080E-1,4.260000288E-1,4.085999966E0,9.136950493E0,1.001802057E1
1.213967010E-1,4.260000288E-1,4.009050369E0,9.175050735E0,1.002175219E1
1.233597590E-1,4.639500082E-1,4.047000408E0,9.136950493E0,1.000386556E1
