"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.929273400E-2,5.790000558E-1,3.931950092E0,9.098999977E0,9.929112406E0
4.125489200E-2,6.169500351E-1,3.856050253E0,9.098999977E0,9.901593381E0
4.321950300E-2,6.550500393E-1,3.817050219E0,9.098999977E0,9.888921251E0
4.518231700E-2,6.169500351E-1,3.894000292E0,9.060000420E0,9.880661578E0
4.714565700E-2,6.169500351E-1,3.817050219E0,9.060000420E0,9.850589186E0
4.910864500E-2,6.550500393E-1,3.856050253E0,9.022050858E0,9.833392893E0
5.107176700E-2,5.790000558E-1,3.894000292E0,9.060000420E0,9.878364588E0
5.303519500E-2,6.940500140E-1,3.856050253E0,9.060000420E0,9.870888338E0
5.499853400E-2,6.550500393E-1,3.894000292E0,9.060000420E0,9.883113701E0
5.696161200E-2,6.550500393E-1,3.856050253E0,9.060000420E0,9.868222824E0
5.892476700E-2,6.169500351E-1,3.856050253E0,9.060000420E0,9.865767000E0
6.088780700E-2,6.940500140E-1,3.856050253E0,9.098999977E0,9.906696198E0
6.285089700E-2,6.550500393E-1,3.856050253E0,9.098999977E0,9.904040322E0
6.481415100E-2,6.550500393E-1,3.856050253E0,9.098999977E0,9.904040322E0
6.677735600E-2,6.940500140E-1,3.856050253E0,9.060000420E0,9.870888338E0
6.874072600E-2,6.550500393E-1,3.894000292E0,9.098999977E0,9.918877427E0
7.070404800E-2,6.550500393E-1,3.856050253E0,9.098999977E0,9.904040322E0
7.266730000E-2,6.169500351E-1,3.817050219E0,9.098999977E0,9.886470568E0
7.463057900E-2,6.550500393E-1,3.856050253E0,9.136950493E0,9.938917366E0
7.659375700E-2,6.550500393E-1,3.856050253E0,9.098999977E0,9.904040322E0
7.855696400E-2,6.550500393E-1,3.817050219E0,9.098999977E0,9.888921251E0
8.051988300E-2,6.169500351E-1,3.817050219E0,9.136950493E0,9.921409377E0
8.248288700E-2,6.550500393E-1,3.817050219E0,9.060000420E0,9.853048794E0
8.444589600E-2,6.550500393E-1,3.817050219E0,9.136950493E0,9.923851431E0
8.640892800E-2,6.169500351E-1,3.817050219E0,9.136950493E0,9.921409377E0
8.837187800E-2,6.550500393E-1,3.778950214E0,9.175050735E0,9.944401001E0
9.033485300E-2,6.940500140E-1,3.856050253E0,9.175050735E0,9.976591852E0
9.229794600E-2,6.550500393E-1,3.817050219E0,9.136950493E0,9.923851431E0
9.426100400E-2,6.550500393E-1,3.894000292E0,9.214050293E0,1.002452251E1
9.622418200E-2,6.550500393E-1,3.856050253E0,9.214050293E0,1.000984200E1
9.818735100E-2,6.169500351E-1,3.817050219E0,9.175050735E0,9.956508209E0
1.001504580E-1,6.550500393E-1,3.817050219E0,9.214050293E0,9.994882977E0
1.021135840E-1,6.940500140E-1,3.817050219E0,9.252000809E0,1.003250202E1
1.040768310E-1,6.940500140E-1,3.856050253E0,9.214050293E0,1.001246981E1
1.060400430E-1,6.169500351E-1,3.817050219E0,9.214050293E0,9.992458282E0
1.080030810E-1,6.550500393E-1,3.778950214E0,9.214050293E0,9.980394685E0
