"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.222557600E-2,1.570500135E-1,2.092950106E0,9.750000000E0,9.973344717E0
3.418705500E-2,1.570500135E-1,2.092950106E0,9.750000000E0,9.973344717E0
3.615111400E-2,1.570500135E-1,2.092950106E0,9.750000000E0,9.973344717E0
3.811366200E-2,1.570500135E-1,2.092950106E0,9.750000000E0,9.973344717E0
4.007665300E-2,1.570500135E-1,2.092950106E0,9.787950516E0,1.001044855E1
4.203918500E-2,1.570500135E-1,2.131050110E0,9.750000000E0,9.981409684E0
4.400186500E-2,1.570500135E-1,2.053950071E0,9.787950516E0,1.000236726E1
4.596464800E-2,1.570500135E-1,2.092950106E0,9.787950516E0,1.001044855E1
4.792740100E-2,1.570500135E-1,2.092950106E0,9.787950516E0,1.001044855E1
4.989039800E-2,1.960500032E-1,2.131050110E0,9.787950516E0,1.001917090E1
5.185332400E-2,2.340000123E-1,2.092950106E0,9.826950073E0,1.005008179E1
5.381618700E-2,1.960500032E-1,2.092950106E0,9.826950073E0,1.004926980E1
5.577908000E-2,2.340000123E-1,2.131050110E0,9.787950516E0,1.001998532E1
5.774205200E-2,2.340000123E-1,2.053950071E0,9.750000000E0,9.966743044E0
5.970500100E-2,2.340000123E-1,2.092950106E0,9.750000000E0,9.974853189E0
6.166805500E-2,2.340000123E-1,2.053950071E0,9.787950516E0,1.000387136E1
6.363107800E-2,2.340000123E-1,2.092950106E0,9.712050438E0,9.937762317E0
6.559381100E-2,1.960500032E-1,2.053950071E0,9.750000000E0,9.965924267E0
6.755665700E-2,1.960500032E-1,2.053950071E0,9.712050438E0,9.928800039E0
6.951941300E-2,1.960500032E-1,2.053950071E0,9.712050438E0,9.928800039E0
7.148219500E-2,1.960500032E-1,2.092950106E0,9.673050880E0,9.898827662E0
7.344496200E-2,1.960500032E-1,2.092950106E0,9.634950638E0,9.861599746E0
7.540773400E-2,1.960500032E-1,2.092950106E0,9.712050438E0,9.936941152E0
7.737079700E-2,2.340000123E-1,2.131050110E0,9.673050880E0,9.907776941E0
7.933378900E-2,2.340000123E-1,2.092950106E0,9.634950638E0,9.862427183E0
8.129670100E-2,1.960500032E-1,2.131050110E0,9.634950638E0,9.869756024E0
8.325963700E-2,1.960500032E-1,2.092950106E0,9.673050880E0,9.898827662E0
8.522260200E-2,1.960500032E-1,2.053950071E0,9.673050880E0,9.890655177E0
8.718555800E-2,1.960500032E-1,2.053950071E0,9.597000122E0,9.816290432E0
8.914877200E-2,1.960500032E-1,2.092950106E0,9.673050880E0,9.898827662E0
9.111192300E-2,1.960500032E-1,2.131050110E0,9.634950638E0,9.869756024E0
9.307503300E-2,1.570500135E-1,2.131050110E0,9.597000122E0,9.832011525E0
9.503815600E-2,1.570500135E-1,2.092950106E0,9.634950638E0,9.860901513E0
9.700140400E-2,1.570500135E-1,2.092950106E0,9.634950638E0,9.860901513E0
9.896461600E-2,1.570500135E-1,2.053950071E0,9.634950638E0,9.852697569E0
1.009277670E-1,1.570500135E-1,2.092950106E0,9.673050880E0,9.898132055E0
1.028909630E-1,1.960500032E-1,2.131050110E0,9.597000122E0,9.832711809E0
1.048537040E-1,1.570500135E-1,2.092950106E0,9.634950638E0,9.860901513E0
1.068165790E-1,1.960500032E-1,2.092950106E0,9.634950638E0,9.861599746E0
1.087794640E-1,1.570500135E-1,2.092950106E0,9.634950638E0,9.860901513E0
1.107423460E-1,1.960500032E-1,2.131050110E0,9.597000122E0,9.832711809E0
1.127051470E-1,1.570500135E-1,2.092950106E0,9.597000122E0,9.823823909E0
1.146679680E-1,1.960500032E-1,2.092950106E0,9.634950638E0,9.861599746E0
1.166310430E-1,1.960500032E-1,2.092950106E0,9.634950638E0,9.861599746E0
1.185940430E-1,1.960500032E-1,2.131050110E0,9.597000122E0,9.832711809E0
1.205569990E-1,1.960500032E-1,2.131050110E0,9.597000122E0,9.832711809E0
1.225199680E-1,1.960500032E-1,2.092950106E0,9.597000122E0,9.824524777E0
1.244828240E-1,1.570500135E-1,2.131050110E0,9.673050880E0,9.906258255E0
1.264457230E-1,1.570500135E-1,2.131050110E0,9.712050438E0,9.944343266E0
1.284088750E-1,1.570500135E-1,2.092950106E0,9.712050438E0,9.936248214E0
1.303719520E-1,1.570500135E-1,2.092950106E0,9.750000000E0,9.973344717E0
1.323349840E-1,1.570500135E-1,2.092950106E0,9.750000000E0,9.973344717E0
1.342980300E-1,1.960500032E-1,2.092950106E0,9.712050438E0,9.936941152E0
1.362609830E-1,1.570500135E-1,2.092950106E0,9.787950516E0,1.001044855E1
1.382239590E-1,1.960500032E-1,2.092950106E0,9.750000000E0,9.974035079E0
1.401871870E-1,1.570500135E-1,2.092950106E0,9.787950516E0,1.001044855E1
1.421503410E-1,1.570500135E-1,2.092950106E0,9.826950073E0,1.004858461E1
1.441132710E-1,1.570500135E-1,2.131050110E0,9.787950516E0,1.001848365E1
1.460762660E-1,1.960500032E-1,2.092950106E0,9.750000000E0,9.974035079E0
1.480391720E-1,1.570500135E-1,2.131050110E0,9.750000000E0,9.981409684E0
1.500021070E-1,1.570500135E-1,2.092950106E0,9.750000000E0,9.973344717E0
1.519649830E-1,1.960500032E-1,2.131050110E0,9.750000000E0,9.982099487E0
1.539278770E-1,1.570500135E-1,2.131050110E0,9.787950516E0,1.001848365E1
1.558908490E-1,1.960500032E-1,2.092950106E0,9.750000000E0,9.974035079E0
1.578537980E-1,1.570500135E-1,2.053950071E0,9.826950073E0,1.004053402E1
1.598168470E-1,1.960500032E-1,2.092950106E0,9.787950516E0,1.001113635E1
1.617798700E-1,1.570500135E-1,2.131050110E0,9.787950516E0,1.001848365E1
1.637431810E-1,1.189500093E-1,2.092950106E0,9.750000000E0,9.972817518E0
1.657064080E-1,1.960500032E-1,2.092950106E0,9.750000000E0,9.974035079E0
1.676692800E-1,1.570500135E-1,2.131050110E0,9.750000000E0,9.981409684E0
1.696322560E-1,1.570500135E-1,2.131050110E0,9.787950516E0,1.001848365E1
