"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.547812300E-2,-3.780000210E-1,1.518000126E0,-1.210950017E0,1.978284191E0
3.743927800E-2,-2.629500031E-1,1.518000126E0,-1.326000094E0,2.032669018E0
3.940304600E-2,-2.629500031E-1,1.555950046E0,-1.287000060E0,2.036293791E0
4.136510300E-2,-2.250000089E-1,1.555950046E0,-1.134000063E0,1.938443110E0
4.332766100E-2,-2.629500031E-1,1.594050050E0,-9.810000658E-1,1.890105657E0
4.529006100E-2,-2.250000089E-1,1.555950046E0,-9.040500522E-1,1.813535785E0
4.725250700E-2,-3.019500077E-1,1.555950046E0,-7.120500207E-1,1.737575778E0
4.921501500E-2,-3.780000210E-1,1.518000126E0,-5.590500236E-1,1.661248123E0
5.117750500E-2,-3.780000210E-1,1.479000092E0,-6.360000372E-1,1.653729523E0
5.313991800E-2,-4.170000255E-1,1.555950046E0,-4.819500148E-1,1.681411723E0
5.510235400E-2,-4.170000255E-1,1.555950046E0,-3.289500177E-1,1.644103914E0
5.706483900E-2,-4.170000255E-1,1.518000126E0,-2.140500098E-1,1.588719865E0
5.902732700E-2,-3.400500119E-1,1.518000126E0,-1.369500011E-1,1.561638145E0
6.099046000E-2,-3.019500077E-1,1.518000126E0,-6.105000153E-2,1.548943282E0
6.295340400E-2,-3.019500077E-1,1.518000126E0,5.295000225E-2,1.548645180E0
6.491600900E-2,-3.780000210E-1,1.479000092E0,1.300500035E-1,1.532069936E0
6.687871300E-2,-4.549500346E-1,1.441050053E0,1.680000126E-1,1.520469925E0
6.884035900E-2,-5.320500135E-1,1.363950014E0,3.979500234E-1,1.517168771E0
7.080235300E-2,-5.320500135E-1,1.363950014E0,5.899500251E-1,1.578441602E0
7.276502800E-2,-4.930500090E-1,1.249050021E0,6.280500293E-1,1.482454420E0
7.472750400E-2,-5.700000525E-1,1.134000063E0,8.959500194E-1,1.553570932E0
7.669014400E-2,-6.469500065E-1,1.134000063E0,1.087950110E0,1.699451646E0
7.865273500E-2,-7.230000496E-1,1.173000097E0,1.356000066E0,1.933234202E0
8.061553500E-2,-7.230000496E-1,1.173000097E0,1.432950020E0,1.987964803E0
8.257827400E-2,-7.230000496E-1,1.210950017E0,1.432950020E0,2.010590653E0
8.454091400E-2,-7.230000496E-1,1.210950017E0,1.471050024E0,2.037919819E0
8.650358300E-2,-7.230000496E-1,1.210950017E0,1.510050058E0,2.066247854E0
8.846636900E-2,-7.620000243E-1,1.249050021E0,1.585950017E0,2.157778360E0
9.042912000E-2,-6.850500107E-1,1.288050056E0,1.663050056E0,2.212261727E0
9.239186300E-2,-6.850500107E-1,1.288050056E0,1.816050053E0,2.329464371E0
9.435462900E-2,-6.850500107E-1,1.326000094E0,1.816050053E0,2.350661090E0
9.631757900E-2,-6.469500065E-1,1.326000094E0,1.969950080E0,2.461203746E0
9.828047500E-2,-6.469500065E-1,1.326000094E0,2.122950077E0,2.585292554E0
1.002429980E-1,-6.469500065E-1,1.363950014E0,2.314950228E0,2.763674820E0
1.022056310E-1,-6.469500065E-1,1.363950014E0,2.353049994E0,2.795665971E0
1.041681080E-1,-6.469500065E-1,1.363950014E0,2.430000067E0,2.860734919E0
1.061306310E-1,-5.700000525E-1,1.249050021E0,2.506050110E0,2.857501211E0
1.080930820E-1,-4.549500346E-1,1.249050021E0,2.545050144E0,2.871303837E0
1.100555540E-1,-4.930500090E-1,1.210950017E0,2.659050226E0,2.963114301E0
1.120183280E-1,-4.549500346E-1,1.173000097E0,2.773950100E0,3.045933013E0
1.139810140E-1,-3.780000210E-1,1.249050021E0,2.889000177E0,3.170068137E0
1.159434430E-1,-4.549500346E-1,1.326000094E0,2.965950251E0,3.280566517E0
1.179059440E-1,-4.170000255E-1,1.363950014E0,3.043050051E0,3.360714548E0
1.198684440E-1,-4.170000255E-1,1.518000126E0,3.118950129E0,3.493717691E0
1.218309440E-1,-3.780000210E-1,1.555950046E0,3.196050167E0,3.574716944E0
1.237935780E-1,-3.780000210E-1,1.633050084E0,3.310950041E0,3.711081617E0
1.257561730E-1,-4.170000255E-1,1.633050084E0,3.349050045E0,3.749250299E0
1.277187770E-1,-3.019500077E-1,1.708950043E0,3.349050045E0,3.771978295E0
1.296813580E-1,-3.019500077E-1,1.747950077E0,3.234000206E0,3.688530956E0
1.316439780E-1,-4.170000255E-1,1.863000035E0,3.118950129E0,3.656844002E0
1.336065870E-1,-4.170000255E-1,1.978050113E0,2.965950251E0,3.589349824E0
1.355688890E-1,-4.549500346E-1,2.092950106E0,2.812950134E0,3.535549199E0
1.375312810E-1,-4.930500090E-1,2.092950106E0,2.659050226E0,3.419661761E0
1.394939030E-1,-5.320500135E-1,2.169000149E0,2.467950106E0,3.328425542E0
1.414564470E-1,-5.320500135E-1,2.245950222E0,2.275950193E0,3.241499483E0
1.434188950E-1,-5.700000525E-1,2.284050226E0,2.008050203E0,3.094196360E0
1.453813720E-1,-6.079500318E-1,2.361000061E0,1.740000129E0,2.995250403E0
1.473440550E-1,-5.700000525E-1,2.398950100E0,1.585950017E0,2.931739944E0
1.493066770E-1,-6.079500318E-1,2.437050104E0,1.471050024E0,2.910808242E0
