"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.408517600E-2,-5.092950344E0,-2.473605156E1,3.733050108E0,2.552931752E1
3.604699400E-2,-4.671000004E0,-2.442900085E1,3.349050045E0,2.509602478E1
3.801132900E-2,-4.173000336E0,-2.412300110E1,3.081000090E0,2.467439311E1
3.997432500E-2,-3.712950230E0,-2.381595039E1,2.773950100E0,2.426273463E1
4.193771400E-2,-3.253050089E0,-2.354805183E1,2.583000183E0,2.391160743E1
4.390058100E-2,-2.793000221E0,-2.327895164E1,2.545050144E0,2.358363246E1
4.586358400E-2,-2.256000042E0,-2.301105118E1,2.353049994E0,2.324080155E1
4.782667300E-2,-1.987950087E0,-2.278095055E1,2.238000154E0,2.297677736E1
4.978973600E-2,-1.375050068E0,-2.289600182E1,2.008050203E0,2.302498485E1
5.175227600E-2,-1.106999993E0,-2.251305199E1,1.893000126E0,2.261960230E1
5.371496900E-2,-8.770500422E-1,-2.212995148E1,1.930950046E0,2.223134133E1
5.567778000E-2,-6.850500107E-1,-2.178495026E1,1.930950046E0,2.188108588E1
5.764056700E-2,-5.700000525E-1,-2.151600075E1,1.893000126E0,2.160663411E1
5.960351300E-2,-5.700000525E-1,-2.132505035E1,1.893000126E0,2.141649183E1
6.156641300E-2,-6.079500318E-1,-2.109495163E1,1.816050053E0,2.118170497E1
6.352911600E-2,-5.700000525E-1,-2.094105148E1,1.816050053E0,2.102737680E1
6.549187700E-2,-6.469500065E-1,-2.074995041E1,1.701000094E0,2.082960364E1
6.745461200E-2,-6.850500107E-1,-2.055795097E1,1.777950048E0,2.064605890E1
6.941737900E-2,-7.230000496E-1,-2.052000046E1,1.740000129E0,2.060632787E1
7.138001500E-2,-8.380500674E-1,-2.044305038E1,1.816050053E0,2.054065906E1
7.334268900E-2,-9.919500351E-1,-2.040495110E1,1.816050053E0,2.050960828E1
7.530578900E-2,-1.144950032E0,-2.032800102E1,1.930950046E0,2.045157950E1
7.726876400E-2,-1.297950029E0,-2.032800102E1,1.969950080E0,2.046443264E1
7.923151300E-2,-1.452000022E0,-2.025105095E1,2.008050203E0,2.040209877E1
8.119431800E-2,-1.489950061E0,-2.017500114E1,2.046000004E0,2.033314384E1
8.315712500E-2,-1.642950058E0,-2.009805107E1,2.046000004E0,2.026862249E1
8.511993200E-2,-1.795950055E0,-1.990695000E1,1.969950080E0,2.008464085E1
8.708305500E-2,-1.720050097E0,-1.975305176E1,1.893000126E0,1.991795862E1
8.904608600E-2,-1.720050097E0,-1.960005188E1,1.893000126E0,1.976623524E1
9.100899200E-2,-1.720050097E0,-1.952295113E1,1.777950048E0,1.967905738E1
9.297193400E-2,-1.720050097E0,-1.929300117E1,1.777950048E0,1.945095301E1
9.493485400E-2,-1.758000135E0,-1.898700142E1,1.663050056E0,1.914059881E1
9.689778000E-2,-1.605000019E0,-1.875705147E1,1.663050056E0,1.889890844E1
9.886052300E-2,-1.567050099E0,-1.848795128E1,1.624950051E0,1.862526379E1
1.008233190E-1,-1.528050065E0,-1.814295006E1,1.510050058E0,1.826969690E1
1.027860430E-1,-1.222050071E0,-1.810500145E1,1.548000097E0,1.821210554E1
1.047487850E-1,-1.260000110E0,-1.756905174E1,1.510050058E0,1.767878476E1
1.067112430E-1,-1.222050071E0,-1.718505096E1,1.471050024E0,1.729113562E1
1.086737850E-1,-1.222050071E0,-1.684005165E1,1.356000066E0,1.693869777E1
1.106365470E-1,-1.068000078E0,-1.645695114E1,1.240950108E0,1.653819283E1
1.125992450E-1,-9.919500351E-1,-1.611194992E1,1.050000072E0,1.617656933E1
1.145620760E-1,-9.150000215E-1,-1.561395073E1,1.050000072E0,1.567594280E1
1.165248650E-1,-9.150000215E-1,-1.515405083E1,8.200500607E-1,1.520378123E1
1.184876320E-1,-9.150000215E-1,-1.461705112E1,7.810500264E-1,1.466647360E1
1.204504050E-1,-7.999500632E-1,-1.415700054E1,6.280500293E-1,1.419348552E1
1.224135330E-1,-7.230000496E-1,-1.369695091E1,5.509500504E-1,1.372708051E1
1.243765570E-1,-6.469500065E-1,-1.312305069E1,5.509500504E-1,1.315053420E1
1.263401980E-1,-6.469500065E-1,-1.262400055E1,3.220500052E-1,1.264466885E1
1.283036480E-1,-6.079500318E-1,-1.204905033E1,1.300500035E-1,1.206507895E1
1.302663020E-1,-5.700000525E-1,-1.147395039E1,-2.205000073E-2,1.148812098E1
