"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.859620600E-2,1.920000076E0,-3.694050074E0,-3.931950092E0,5.726485638E0
4.055811200E-2,1.767000079E0,-4.269000053E0,-4.353000164E0,6.347854847E0
4.252259000E-2,1.651950121E0,-4.920000076E0,-5.158050060E0,7.317159311E0
4.448547200E-2,1.422000051E0,-5.802000046E0,-6.117000103E0,8.550028008E0
4.644882100E-2,1.114950061E0,-6.913050175E0,-6.921000481E0,9.845487495E0
4.841129100E-2,3.109500110E-1,-8.293050766E0,-7.420050144E0,1.113231894E1
5.037403200E-2,-6.079500318E-1,-9.940950394E0,-7.573050499E0,1.251172218E1
5.233734600E-2,-1.452000022E0,-1.189605045E1,-7.228050232E0,1.399532174E1
5.430049200E-2,-2.295000076E0,-1.377405071E1,-6.346950531E0,1.533868571E1
5.626373700E-2,-3.253050089E0,-1.523100090E1,-5.119950294E0,1.639449951E1
5.822695300E-2,-4.210950375E0,-1.634205055E1,-3.702000141E0,1.727713878E1
6.019013400E-2,-5.208000183E0,-1.714695168E1,-2.053950071E0,1.803773624E1
6.215336200E-2,-5.935950279E0,-1.787505150E1,-6.360000372E-1,1.884562198E1
6.411533200E-2,-6.396000385E0,-1.875705147E1,4.750500321E-1,1.982325587E1
6.607767100E-2,-6.741000175E0,-1.975305176E1,1.432950020E0,2.092074289E1
6.804064900E-2,-6.894000530E0,-2.094105148E1,2.161050081E0,2.215231405E1
7.000343900E-2,-6.970950127E0,-2.224500084E1,2.928000212E0,2.349483759E1
7.196674200E-2,-7.009050369E0,-2.366295052E1,3.502950191E0,2.492654557E1
7.392992900E-2,-6.970950127E0,-2.531100082E1,4.269000053E0,2.659821930E1
7.589316800E-2,-6.702000141E0,-2.711205101E1,5.227050304E0,2.841306338E1
7.785639100E-2,-6.127950191E0,-2.891400146E1,6.376950264E0,3.023634814E1
7.981944300E-2,-5.590950489E0,-3.056205177E1,7.374000549E0,3.193232876E1
8.178254600E-2,-5.053950310E0,-3.209505081E1,8.179050446E0,3.350420222E1
8.374558900E-2,-4.594050407E0,-3.336000061E1,8.677050591E0,3.477479183E1
8.570867100E-2,-3.751050234E0,-3.466305161E1,8.907000542E0,3.598516615E1
8.767170200E-2,-2.640000105E0,-3.619605255E1,8.983950615E0,3.738763418E1
8.963474800E-2,-1.144950032E0,-3.780600357E1,8.907000542E0,3.885793967E1
9.159873100E-2,9.240000248E-1,-3.964500046E1,8.638950348E0,4.058585099E1
9.356243900E-2,2.764050245E0,-4.117800140E1,8.179050446E0,4.207332456E1
9.552521300E-2,4.680000305E0,-4.213695145E1,7.297050476E0,4.301943777E1
9.748827200E-2,7.516050339E0,-4.340100098E1,5.878950119E0,4.443759617E1
9.945153100E-2,1.042905045E1,-4.504905319E1,4.423050404E0,4.645154100E1
1.014147310E-1,1.429995060E1,-4.642905045E1,2.659050226E0,4.865404259E1
1.033785530E-1,1.778805161E1,-4.780905151E1,-2.205000073E-2,5.101098580E1
1.053421930E-1,2.119905090E1,-4.899705124E1,-3.394950151E0,5.349426582E1
1.073051650E-1,2.453400040E1,-5.010900116E1,-7.956000328E0,5.635713898E1
1.092683400E-1,2.717805099E1,-5.068395233E1,-1.228695011E1,5.880883116E1
1.112315340E-1,2.851995087E1,-5.049195099E1,-1.497000027E1,5.989094773E1
1.131947220E-1,2.855805206E1,-4.968705368E1,-1.600500107E1,5.950231676E1
1.151579600E-1,2.691000175E1,-4.807695389E1,-1.543005085E1,5.721562862E1
1.171211840E-1,2.296200180E1,-4.520295334E1,-1.408905029E1,5.262187621E1
1.190838560E-1,1.571805096E1,-4.117800140E1,-1.244100094E1,4.579807234E1
1.210467040E-1,9.433050156E0,-3.765195084E1,-1.052400017E1,4.021699164E1
1.230096390E-1,5.101050377E0,-3.473895264E1,-8.569950104E0,3.614221341E1
1.249725480E-1,2.188950062E0,-3.240105057E1,-6.538050175E0,3.312651023E1
1.269343930E-1,1.570500135E-1,-3.048495102E1,-4.545000076E0,3.082229597E1
1.288965500E-1,-1.567050099E0,-2.875995064E1,-2.820000172E0,2.894033185E1
1.308597790E-1,-2.946000099E0,-2.741895103E1,-1.363950014E0,2.761047178E1
1.328226970E-1,-4.018949986E0,-2.630700111E1,-3.670500219E-1,2.661475140E1
1.347845860E-1,-5.053950310E0,-2.561700058E1,3.979500234E-1,2.611381812E1
1.367467760E-1,-5.553000450E0,-2.538705063E1,9.349500537E-1,2.600408209E1
1.387095990E-1,-5.821050167E0,-2.531100082E1,1.165050030E0,2.599786009E1
1.406722360E-1,-6.127950191E0,-2.511900139E1,1.432950020E0,2.589535383E1
1.426346950E-1,-6.280950069E0,-2.488905144E1,1.624950051E0,2.572072468E1
1.445972190E-1,-6.549000263E0,-2.442900085E1,1.893000126E0,2.536235274E1
1.465602090E-1,-6.778950214E0,-2.396895027E1,2.200050116E0,2.500609853E1
1.485230630E-1,-7.047000408E0,-2.343300056E1,2.391000032E0,2.458622808E1
1.504859980E-1,-7.201050282E0,-2.289600182E1,2.545050144E0,2.413626534E1
1.524489090E-1,-7.276950359E0,-2.232105064E1,2.736000061E0,2.363617999E1
1.544117750E-1,-7.276950359E0,-2.190000153E1,2.851050138E0,2.325279683E1
1.563746650E-1,-7.123950481E0,-2.155500031E1,2.965950251E0,2.289466247E1
1.583374140E-1,-6.931950092E0,-2.132505035E1,2.928000212E0,2.261377655E1
1.603002040E-1,-6.433950424E0,-2.121000099E1,2.965950251E0,2.236194806E1
1.622631490E-1,-5.782950401E0,-2.117100143E1,3.081000090E0,2.216182255E1
1.642260480E-1,-5.092950344E0,-2.121000099E1,3.196050167E0,2.204579375E1
1.661889610E-1,-4.671000004E0,-2.113305092E1,3.196050167E0,2.187781568E1
1.681518800E-1,-4.173000336E0,-2.124795151E1,3.234000206E0,2.189402047E1
1.701148040E-1,-3.865950108E0,-2.140095139E1,3.081000090E0,2.196449071E1
1.720777260E-1,-3.520950079E0,-2.159295082E1,3.043050051E0,2.208874755E1
1.740406940E-1,-3.406050205E0,-2.167005157E1,2.889000177E0,2.212552000E1
1.760036490E-1,-3.253050089E0,-2.174595070E1,2.773950100E0,2.216220896E1
1.779666970E-1,-3.100050211E0,-2.186100197E1,2.620950222E0,2.223472731E1
1.799297210E-1,-2.755050182E0,-2.197605133E1,2.506050110E0,2.228940153E1
1.818923130E-1,-2.524950027E0,-2.212995148E1,2.430000067E0,2.240569181E1
1.838550310E-1,-2.295000076E0,-2.216805077E1,2.467950106E0,2.242276249E1
1.858177630E-1,-1.987950087E0,-2.224500084E1,2.506050110E0,2.247381354E1
1.877804910E-1,-1.758000135E0,-2.224500084E1,2.545050144E0,2.245902730E1
1.897431090E-1,-1.720050097E0,-2.216805077E1,2.583000183E0,2.238421178E1
1.917057760E-1,-1.681950092E0,-2.205300140E1,2.467950106E0,2.225431654E1
1.936687420E-1,-1.489950061E0,-2.186100197E1,2.467950106E0,2.205026385E1
1.956316200E-1,-1.260000110E0,-2.159295082E1,2.391000032E0,2.176143393E1
1.975947310E-1,-1.068000078E0,-2.124795151E1,2.314950228E0,2.140035191E1
1.995577740E-1,-8.380500674E-1,-2.090295029E1,2.046000004E0,2.101955696E1
2.015207490E-1,-5.700000525E-1,-2.052000046E1,1.855050087E0,2.061156301E1
2.034837890E-1,-4.170000255E-1,-2.002200127E1,1.663050056E0,2.009527704E1
2.054465570E-1,-3.400500119E-1,-1.956195068E1,1.548000097E0,1.962605036E1
2.074094050E-1,-1.480500102E-1,-1.898700142E1,1.471050024E0,1.904447767E1
2.093724750E-1,4.200000316E-2,-1.848795128E1,1.471050024E0,1.854643078E1
2.113354800E-1,8.100000024E-2,-1.795200157E1,1.356000066E0,1.800332352E1
2.132983900E-1,2.719500065E-1,-1.749195099E1,1.126049995E0,1.753026796E1
2.152613280E-1,5.020500422E-1,-1.707000160E1,8.959500194E-1,1.710086943E1
2.172247880E-1,7.320000529E-1,-1.657200050E1,5.899500251E-1,1.659864651E1
2.191880950E-1,8.850000501E-1,-1.615005112E1,3.600000143E-1,1.617828718E1
2.211517180E-1,1.077000022E0,-1.561395073E1,2.449500114E-1,1.565296735E1
2.231152490E-1,1.153950095E0,-1.507695103E1,9.195000678E-2,1.512132626E1
2.250780790E-1,1.306950092E0,-1.461705112E1,-9.900000691E-2,1.467569770E1
2.270411070E-1,1.306950092E0,-1.419600105E1,-2.520000041E-1,1.425826316E1
2.290041910E-1,1.345050097E0,-1.369695091E1,-4.440000355E-1,1.376999492E1
2.309672590E-1,1.384050012E0,-1.316100025E1,-6.739500165E-1,1.325072567E1
2.329301580E-1,1.459950089E0,-1.262400055E1,-8.269500136E-1,1.273501827E1
2.348931070E-1,1.614000082E0,-1.212600040E1,-9.810000658E-1,1.227221427E1
2.368559750E-1,1.882050037E0,-1.162800026E1,-1.171950102E0,1.183748155E1
2.388188710E-1,1.959000111E0,-1.113000011E1,-1.363950014E0,1.138309903E1
2.407816640E-1,1.996950150E0,-1.055505085E1,-1.632000089E0,1.086555717E1
2.427444870E-1,2.111999989E0,-9.979950905E0,-1.900950074E0,1.037658784E1
2.447075610E-1,2.149950027E0,-9.520050049E0,-2.092050076E0,9.981498463E0
2.466705620E-1,2.188950062E0,-9.021000862E0,-2.284050226E0,9.559646665E0
2.486338130E-1,2.111999989E0,-8.523000717E0,-2.437050104E0,9.112699841E0
2.505970040E-1,2.149950027E0,-8.101950645E0,-2.437050104E0,8.729438847E0
2.525601080E-1,2.188950062E0,-7.603050232E0,-2.398950100E0,8.267577444E0
2.545232370E-1,1.996950150E0,-7.027950287E0,-2.245050192E0,7.643307236E0
2.564860790E-1,1.804950118E0,-6.492000103E0,-2.130000114E0,7.066881261E0
2.584490060E-1,1.882050037E0,-6.109050274E0,-1.824000120E0,6.647524654E0
2.604118020E-1,1.804950118E0,-5.649000168E0,-1.594050050E0,6.140850380E0
2.623746310E-1,1.575000048E0,-5.149950027E0,-1.402050018E0,5.564921804E0
2.643378840E-1,1.459950089E0,-4.767000198E0,-1.171950102E0,5.121446299E0
2.663010130E-1,1.345050097E0,-4.345950127E0,-9.810000658E-1,4.653901954E0
2.682639020E-1,1.230000019E0,-4.039050102E0,-6.360000372E-1,4.269815198E0
2.702268610E-1,1.153950095E0,-3.732000113E0,-4.440000355E-1,3.931483396E0
2.721901930E-1,1.153950095E0,-3.463950157E0,-1.759500057E-1,3.655339918E0
2.741534080E-1,1.153950095E0,-3.196050167E0,5.295000225E-2,3.398402742E0
2.761157410E-1,1.230000019E0,-2.889000177E0,2.449500114E-1,3.149479732E0
2.780783330E-1,1.269000053E0,-2.620950222E0,4.360500276E-1,2.944466136E0
2.800414920E-1,1.345050097E0,-2.391000032E0,6.280500293E-1,2.814336113E0
2.820044850E-1,1.422000051E0,-2.122950077E0,7.810500264E-1,2.671898261E0
2.839677010E-1,1.422000051E0,-1.777950048E0,8.580000401E-1,2.432972377E0
2.859308590E-1,1.459950089E0,-1.471050024E0,9.349500537E-1,2.273669730E0
2.878936080E-1,1.537050128E0,-1.356000066E0,1.050000072E0,2.302989237E0
2.898564770E-1,1.537050128E0,-1.011000037E0,1.050000072E0,2.118288064E0
2.918199040E-1,1.614000082E0,-7.429500222E-1,1.011000037E0,2.044282778E0
2.937831670E-1,1.729050040E0,-5.130000114E-1,9.349500537E-1,2.031480902E0
2.957463850E-1,1.882050037E0,-3.589500189E-1,8.200500607E-1,2.084092023E0
2.977096220E-1,2.074050188E0,-2.059500068E-1,7.050000429E-1,2.200255587E0
2.996726710E-1,2.227050066E0,-9.105000645E-2,5.130000114E-1,2.287184101E0
3.016357760E-1,2.341950178E0,6.105000153E-2,2.449500114E-1,2.355516556E0
3.035988920E-1,2.419050217E0,2.140500098E-1,-2.205000073E-2,2.428601976E0
3.055620040E-1,2.419050217E0,4.830000103E-1,-3.670500219E-1,2.493956431E0
3.075252000E-1,2.419050217E0,7.510500550E-1,-5.590500236E-1,2.593919248E0
3.094883790E-1,2.457000017E0,9.810000658E-1,-9.420000315E-1,2.808304519E0
3.114516640E-1,2.380050182E0,1.173000097E0,-1.210950017E0,2.916670712E0
3.134149170E-1,2.419050217E0,1.402950048E0,-1.555950046E0,3.200164579E0
3.153781450E-1,2.380050182E0,1.633050084E0,-2.014950037E0,3.520158391E0
3.173413810E-1,2.419050217E0,1.863000035E0,-2.398950100E0,3.882980127E0
3.193045610E-1,2.380050182E0,2.016000032E0,-2.782050133E0,4.179557147E0
3.212677610E-1,2.457000017E0,2.208000183E0,-3.165000200E0,4.574859578E0
3.232309960E-1,2.457000017E0,2.398950100E0,-3.664050102E0,5.021660464E0
3.251942200E-1,2.572050095E0,2.590950012E0,-4.084949970E0,5.478620256E0
3.271574970E-1,2.610000134E0,2.743950129E0,-4.545000076E0,5.915943602E0
3.291207590E-1,2.764050245E0,2.896950245E0,-5.043000221E0,6.439265930E0
3.310839850E-1,2.917050123E0,2.974050045E0,-5.427000046E0,6.841526481E0
3.330472220E-1,3.108000040E0,3.127050161E0,-5.809950352E0,7.293396332E0
3.350105860E-1,3.337950230E0,3.204000235E0,-6.117000103E0,7.669760068E0
3.369739120E-1,3.529950142E0,3.204000235E0,-6.307950497E0,7.906731624E0
3.389368130E-1,3.874950171E0,3.280950069E0,-6.346950531E0,8.127955046E0
3.408998380E-1,4.182000160E0,3.357000113E0,-6.346950531E0,8.309173012E0
3.428629370E-1,4.564949989E0,3.280950069E0,-6.232050419E0,8.392964565E0
3.448260040E-1,4.987050056E0,3.280950069E0,-6.040050507E0,8.492202997E0
3.467892630E-1,5.370000362E0,3.127050161E0,-5.772000313E0,8.481234239E0
3.487524660E-1,5.830050468E0,2.935950041E0,-5.235000134E0,8.367467807E0
3.507160170E-1,6.250950336E0,2.706000090E0,-4.774950027E0,8.318471275E0
3.526794660E-1,6.634950161E0,2.398950100E0,-4.200000286E0,8.210817720E0
3.546428410E-1,7.056000233E0,1.978050113E0,-3.472050190E0,8.108942844E0
3.566062370E-1,7.477950573E0,1.518000126E0,-2.704950094E0,8.095728761E0
3.585696640E-1,7.746000290E0,9.040500522E-1,-2.014950037E0,8.054678804E0
3.605330810E-1,7.899000168E0,2.530499995E-1,-1.363950014E0,8.019887630E0
3.624970010E-1,7.783950329E0,-3.210000098E-1,-7.510500550E-1,7.826685117E0
